question_id,mode,unit_id,candidate_rank,group_id,reason,estimated_chars,presentation_lane,admission_budget_lane
q18_what_happens_if_the_party_fails_to_stop,prior_plus_support_content_plus_lexical_hints,corpus:location:stone_bridge:canon-summary,1,location_worldbuilding,preserved_location_worldbuilding,558,location_context,prior_campaign_memory
q19_what_triggers_the_tree_to_escalate_from,prior_plus_support_content_plus_lexical_hints,corpus:location:stone_bridge:authority-stance,4,location_worldbuilding,preserved_location_worldbuilding,274,location_context,prior_campaign_memory
q20_design_the_tree_encounter_as_a_battlefie,prior_plus_support_content_plus_lexical_hints,corpus:location:hempholm:authority-stance,7,location_worldbuilding,preserved_location_worldbuilding,557,location_context,prior_campaign_memory
q21_what_should_each_type_of_pc_be_able_to_c,prior_plus_support_content_plus_lexical_hints,corpus:location:stone_bridge:canon-summary,13,location_worldbuilding,preserved_location_worldbuilding,558,location_context,prior_campaign_memory
q22_if_the_party_defeats_the_tree__what_rema,prior_plus_support_content_plus_lexical_hints,corpus:location:hempholm:authority-stance,3,location_worldbuilding,preserved_location_worldbuilding,557,location_context,prior_campaign_memory
q23_how_would_local_craftspeople__farmers__c,prior_plus_support_content_plus_lexical_hints,corpus:location:stone_bridge:canon-summary,3,location_worldbuilding,preserved_location_worldbuilding,558,location_context,prior_campaign_memory
q24_what_questions_should_the_weird_remains,prior_plus_support_content_plus_lexical_hints,corpus:location:hempholm:authority-stance,11,location_worldbuilding,preserved_location_worldbuilding,557,location_context,prior_campaign_memory
q25_how_does_hempholm_celebrate_if_the_visib,prior_plus_support_content_plus_lexical_hints,corpus:npc:bubbles_the_float_goat:statblock-generator-context,1,character_party_behavior_npc,preserved_character_party_behavior_npc_bubbles,581,party_timeline,prior_campaign_memory
q25_how_does_hempholm_celebrate_if_the_visib,prior_plus_support_content_plus_lexical_hints,corpus:npc:grishna:summary,22,character_party_behavior_npc,preserved_character_party_behavior_npc_grishna,58,party_timeline,prior_campaign_memory
q25_how_does_hempholm_celebrate_if_the_visib,prior_plus_support_content_plus_lexical_hints,corpus:npc:pippa:session-3-state,14,character_party_behavior_npc,preserved_character_party_behavior_npc_pippa,552,party_timeline,prior_campaign_memory
q25_how_does_hempholm_celebrate_if_the_visib,prior_plus_support_content_plus_lexical_hints,corpus:location:hempholm:sub-locations-and-scene-anchors,7,location_worldbuilding,preserved_location_worldbuilding,572,location_context,prior_campaign_memory
q26_what_social_friction_should_exist_during,prior_plus_support_content_plus_lexical_hints,corpus:location:hempholm:canon-summary,9,location_worldbuilding,preserved_location_worldbuilding,554,location_context,prior_campaign_memory
q28_what_is_the_deeper_problem_beneath_the_v,prior_plus_support_content_plus_lexical_hints,corpus:location:hempholm:sub-locations-and-scene-anchors,2,location_worldbuilding,preserved_location_worldbuilding,572,location_context,prior_campaign_memory
q29_how_do_i_foreshadow_the_deeper_threat_be,prior_plus_support_content_plus_lexical_hints,corpus:location:hempholm:support-adaptation-npcs-not-automatically-canon,15,location_worldbuilding,preserved_location_worldbuilding,407,location_context,prior_campaign_memory
q30_what_should_the_cliffhanger_look_like_if,prior_plus_support_content_plus_lexical_hints,corpus:location:hempholm:authority-stance,8,location_worldbuilding,preserved_location_worldbuilding,557,location_context,prior_campaign_memory
q31_if_the_session_ends_on_the_deeper_threat,prior_plus_support_content_plus_lexical_hints,corpus:location:hempholm:authority-stance,7,location_worldbuilding,preserved_location_worldbuilding,557,location_context,prior_campaign_memory
q32_what_resources_are_likely_depleted_or_co,prior_plus_support_content_plus_lexical_hints,corpus:location:hempholm:authority-stance,2,location_worldbuilding,preserved_location_worldbuilding,557,location_context,prior_campaign_memory
q33_what_unanswered_questions_should_the_pla,prior_plus_support_content_plus_lexical_hints,corpus:location:stone_bridge:authority-stance,6,location_worldbuilding,preserved_location_worldbuilding,274,location_context,prior_campaign_memory
q34_which_facts_are_retrieved_from_prior_can,prior_plus_support_content_plus_lexical_hints,corpus:location:hempholm:canon-summary,1,location_worldbuilding,preserved_location_worldbuilding,554,location_context,prior_campaign_memory
q36_what_information_is_missing_from_the_cur,prior_plus_support_content_plus_lexical_hints,corpus:location:hempholm:canon-summary,8,location_worldbuilding,preserved_location_worldbuilding,554,location_context,prior_campaign_memory
q37_what_prep_can_be_safely_generated_anyway,prior_plus_support_content_plus_lexical_hints,corpus:location:hempholm:authority-stance,1,location_worldbuilding,preserved_location_worldbuilding,557,location_context,prior_campaign_memory
q38_what_should_the_gm_decide_manually,prior_plus_support_content_plus_lexical_hints,corpus:location:hempholm:support-adaptation-npcs-not-automatically-canon,10,location_worldbuilding,preserved_location_worldbuilding,407,location_context,prior_campaign_memory
